RNA.case	RNA.ctrl
43.0370979866661	2.00948317871236
10.2321213691657	4.61731630145973
11.2607054947291	2.88486164785978
80.0872363513671	38.9158711622424
27.029138913307	14.4148532762145
54.7894355975973	37.2882259614615
8.73313240896065	3.66599987975699
96.2854972393734	29.8731377337899
47.7013165454375	16.5634140618628
4.48881388220193	1.59718520125064
14.4052827651004	6.21939945852086
8.75244913186683	5.61716938060077
51.6952752971107	37.0251300684206
4.86307394092569	2.71509570916743
6.17815017625233	3.09323785963868
22.1396810752413	13.3683263085329
13.9565983534098	8.86912165608719
199.527197104334	147.348912773108
8.01510603424444	4.78621900348257
8.2231743266446	4.66872655789546
14.410720989112	7.42431911035058
190.571647127049	113.165436691537
4.92445100180444	1.38042936447065
19.2044500369581	9.95059245868904
9.7181489845147	5.89730517640383
34.787002224203	22.680256776678
6.61038934660964	4.05817173726154
3.04427612910437	1.22966845360172
25.7821860078687	4.79356569915999
3.34128639269905	1.25680139432246
20.7342180955749	12.635815715717
8.0858542024758	5.26145477076079
2.70618818023639	1.26431391621303
10.2642753745013	6.33861541771718
3.43637540521008	0.708731254807847
2.28118702674234	0.388643554405028
6.02466836409414	2.22942921914424
25.7113367124983	10.9862709952557
6.56808435422433	2.91663075929628
8.6198187377569	4.01591773826245
15.4506228780692	9.94548669790888
28.6765037399075	17.9815642512856
7.29776797726565	3.68018082855632
16.0364708595294	9.69551717210731
13.1758746419125	7.86446335593111
10.1674266150072	6.48602483727605
3.89566601980944	1.89212407213036
2.44346806690655	0.879121135119662
50.784099519859	31.4846156144424
4.03649321649961	2.15843732894925
4.36110675128176	1.55142501504379
14.1158610173992	5.09326144887705
25.7457542470646	17.3842879619771
2.9880462929622	0.398667785002548
205.501125548772	144.717186405631
6.09015249517965	3.14588937260823
16.9170607364681	12.9965535187363
0.881210933870215	2.8094076293297
6.0820135508817	11.9190203418639
0.88180741660406	2.24778689879518
0.846296996567237	1.76643760478912
2.25874662561795	3.78878872426384
0.394968784667718	0.963376886415803
0.547984647909904	1.21857773962824
1.00744479614153	1.93005932017109
0.222868779127694	0.908262124711637
0.501227141765911	0.982257266677777
1.38698953346299	2.23308036822221
0.682120858789705	1.22333857722828
0.491204926237718	1.04599156803541
0.748163695154761	1.36578839109691
1.36313585363221	2.26799771962676
0.919258293833557	1.88960207325611
0.385967109581398	0.91185588907449
0.562473209555113	1.04278976491927
0.620288807552512	1.36343609291955
1.52259432937231	2.90689081657887
0.30606524874701	0.803176995654895
0.560089173275075	1.30670197970444
9.6823169669088	19.2380360378208
